,arch_name,arch,config,Num_conv,Num_denses,Num_pooling,Num_normalization,Num_droputs,KW,Filters,drop_ratio,num_simulation,folder,metric_presets,tags,accuracy,precision,recall,f1_score,roc_auc
154,architecture_3conv_11dense_7,"['C', 'N', 'C', 'N', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,3,0,50_cte,16_cte,0.5_cte,sim_6,fold_5,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_None', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
155,architecture_3conv_11dense_7,"['C', 'N', 'C', 'N', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,3,0,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_None', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
156,architecture_3conv_11dense_8,"['C', 'C', 'N', 'C', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,0,50_cte,16_cte,0.5_cte,sim_6,fold_1,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_None', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
157,architecture_3conv_11dense_8,"['C', 'C', 'N', 'C', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,0,5_cte,16_cte,0.5_cte,sim_7,fold_1,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_None', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
158,architecture_3conv_11dense_9,"['C', 'C', 'C', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,0,0,50_cte,16_cte,0.5_cte,sim_4,fold_2,['ClassificationPreset'],"['N_None', 'P_None', 'D_None', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
159,architecture_3conv_11dense_9,"['C', 'C', 'C', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,0,0,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_None', 'P_None', 'D_None', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
160,architecture_3conv_11dense_10,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,0,50_cte,16_cte,0.5_cte,sim_9,fold_2,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_None', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
161,architecture_3conv_11dense_10,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,0,5_cte,16_cte,0.5_cte,sim_6,fold_1,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_None', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
162,architecture_3conv_11dense_11,"['C', 'N', 'P', 'C', 'N', 'P', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,3,3,0,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_None', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
163,architecture_3conv_11dense_11,"['C', 'N', 'P', 'C', 'N', 'P', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,3,3,0,5_cte,16_cte,0.5_cte,sim_9,fold_2,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_None', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
164,architecture_3conv_11dense_12,"['C', 'C', 'N', 'P', 'C', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,0,50_cte,16_cte,0.5_cte,sim_6,fold_2,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_None', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
165,architecture_3conv_11dense_12,"['C', 'C', 'N', 'P', 'C', 'flatten', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,0,5_cte,16_cte,0.5_cte,sim_1,fold_1,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_None', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
166,architecture_3conv_11dense_13,"['C', 'C', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,0,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_None', 'P_None', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
167,architecture_3conv_11dense_13,"['C', 'C', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,0,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_None', 'P_None', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
168,architecture_3conv_11dense_14,"['C', 'C', 'C', 'N', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,1,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
169,architecture_3conv_11dense_14,"['C', 'C', 'C', 'N', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,1,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
170,architecture_3conv_11dense_15,"['C', 'N', 'C', 'N', 'C', 'N', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,3,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_None', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
171,architecture_3conv_11dense_15,"['C', 'N', 'C', 'N', 'C', 'N', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,3,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_None', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
172,architecture_3conv_11dense_16,"['C', 'C', 'N', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,1,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
173,architecture_3conv_11dense_16,"['C', 'C', 'N', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,1,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
174,architecture_3conv_11dense_17,"['C', 'C', 'C', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,0,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_None', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
175,architecture_3conv_11dense_17,"['C', 'C', 'C', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,0,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_None', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
176,architecture_3conv_11dense_18,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
177,architecture_3conv_11dense_18,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
178,architecture_3conv_11dense_19,"['C', 'N', 'C', 'N', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,3,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
179,architecture_3conv_11dense_19,"['C', 'N', 'C', 'N', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,3,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
180,architecture_3conv_11dense_20,"['C', 'C', 'N', 'C', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,11,50_cte,16_cte,0.5_cte,sim_2,fold_2,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
181,architecture_3conv_11dense_20,"['C', 'C', 'N', 'C', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
182,architecture_3conv_11dense_21,"['C', 'C', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,0,11,50_cte,16_cte,0.5_cte,sim_1,fold_2,['ClassificationPreset'],"['N_None', 'P_None', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
183,architecture_3conv_11dense_21,"['C', 'C', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,0,11,5_cte,16_cte,0.5_cte,sim_1,fold_2,['ClassificationPreset'],"['N_None', 'P_None', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
184,architecture_3conv_11dense_22,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
185,architecture_3conv_11dense_22,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
186,architecture_3conv_11dense_23,"['C', 'N', 'P', 'C', 'N', 'P', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,3,3,11,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
187,architecture_3conv_11dense_23,"['C', 'N', 'P', 'C', 'N', 'P', 'C', 'N', 'P', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,3,3,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Full', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
188,architecture_3conv_11dense_24,"['C', 'C', 'N', 'P', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,11,50_cte,16_cte,0.5_cte,sim_1,fold_1,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
189,architecture_3conv_11dense_24,"['C', 'C', 'N', 'P', 'C', 'flatten', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', 'F', 'D', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,11,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Parcial', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
190,architecture_3conv_11dense_25,"['C', 'C', 'C', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,0,3,50_cte,16_cte,0.5_cte,sim_1,fold_1,['ClassificationPreset'],"['N_None', 'P_None', 'D_Full', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
191,architecture_3conv_11dense_25,"['C', 'C', 'C', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,0,3,5_cte,16_cte,0.5_cte,sim_3,fold_1,['ClassificationPreset'],"['N_None', 'P_None', 'D_Full', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
192,architecture_3conv_11dense_26,"['C', 'C', 'C', 'N', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,1,3,50_cte,16_cte,0.5_cte,sim_9,fold_2,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Full', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
193,architecture_3conv_11dense_26,"['C', 'C', 'C', 'N', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,1,3,5_cte,16_cte,0.5_cte,sim_10,fold_2,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Full', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
194,architecture_3conv_11dense_27,"['C', 'N', 'C', 'N', 'C', 'N', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,0,3,3,50_cte,16_cte,0.5_cte,sim_2,fold_2,['ClassificationPreset'],"['N_Full', 'P_None', 'D_Full', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
195,architecture_3conv_11dense_27,"['C', 'N', 'C', 'N', 'C', 'N', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,0,3,3,5_cte,16_cte,0.5_cte,sim_8,fold_5,['ClassificationPreset'],"['N_Full', 'P_None', 'D_Full', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
196,architecture_3conv_11dense_28,"['C', 'C', 'N', 'C', 'flatten', 'F', 'F', 'F', 'D', '2048', '1025', '2']",config1,3,3,0,1,1,50_cte,16_cte,0.5_cte,sim_7,fold_5,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Full', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
197,architecture_3conv_11dense_28,"['C', 'C', 'N', 'C', 'flatten', 'F', 'F', 'F', 'D', '2048', '1025', '2']",config2,3,3,0,1,1,5_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_Parcial', 'P_None', 'D_Full', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
198,architecture_3conv_11dense_29,"['C', 'C', 'C', 'P', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,0,3,50_cte,16_cte,0.5_cte,sim_1,fold_4,['ClassificationPreset'],"['N_None', 'P_Full', 'D_Full', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
199,architecture_3conv_11dense_29,"['C', 'C', 'C', 'P', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,0,3,5_cte,16_cte,0.5_cte,sim_3,fold_1,['ClassificationPreset'],"['N_None', 'P_Full', 'D_Full', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
200,architecture_3conv_11dense_30,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config1,3,11,1,1,3,50_cte,16_cte,0.5_cte,sim_6,fold_1,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Full', 'KW#50_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
201,architecture_3conv_11dense_30,"['C', 'C', 'C', 'N', 'P', 'flatten', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', 'F', 'D', 'F', 'F', '2048', '1843', '1638', '1434', '1229', '1025', '820', '615', '411', '206', '2']",config2,3,11,1,1,3,5_cte,16_cte,0.5_cte,sim_10,fold_5,['ClassificationPreset'],"['N_Parcial', 'P_Full', 'D_Full', 'KW#5_cte', 'F#16_cte', 'RD#0.5_cte']",0.4,0.425,0.5666666666666667,0.48571428571428565,0.39555555555555555
